code,board,rows,first,last,last20_amt_yi,min_close60,sealed5,sealed10,sealed20,sealed_dn
603613,main,1736,2019-07-30,2026-09-22,2.6722,17.05,2,37,0,3
603615,main,2338,2017-02-13,2026-09-22,1.1537,14.3,0,46,0,0
603616,main,2716,2015-06-11,2026-09-22,0.6519,4.53,2,102,0,2
603617,main,2243,2017-07-03,2026-09-22,0.3705,5.92,3,40,0,3
603618,main,2794,2015-02-17,2026-09-22,42.9672,21.56,4,89,0,1
603619,main,2149,2017-11-17,2026-09-22,8.2093,17.74,0,49,0,3
603626,main,2340,2017-02-09,2026-09-22,9.7589,12.09,3,84,0,1
603628,main,2351,2017-01-12,2026-09-22,0.7893,8.74,0,73,0,5
603629,main,1880,2018-12-24,2026-09-22,31.4132,87.28,2,63,0,4
603630,main,2318,2017-03-13,2026-09-22,0.7896,12.97,1,54,0,1
603633,main,2388,2016-11-17,2026-09-22,0.3954,5.33,1,55,0,2
603636,main,2773,2014-12-30,2026-09-22,0.8405,6.0,5,72,0,3
603637,main,2339,2017-02-08,2026-09-22,1.5705,10.61,1,43,0,1
603638,main,2349,2017-01-20,2026-09-22,1.3978,17.78,2,25,0,0
603639,main,2355,2017-01-12,2026-09-22,0.2372,9.84,1,16,0,1
603648,main,2191,2017-09-13,2026-09-22,0.2215,8.189,1,45,0,2
603650,main,2002,2018-06-27,2026-09-22,12.7295,50.77,3,58,0,1
603655,main,2114,2017-12-29,2026-09-22,0.4329,23.775,1,71,0,9
603656,main,2312,2017-03-21,2026-09-22,0.2521,16.58,0,39,0,1
603657,main,1979,2018-07-30,2026-09-22,1.5616,19.63,3,59,0,2
603658,main,2442,2016-09-01,2026-09-22,0.9648,29.9,1,25,0,0
603659,main,2103,2017-11-03,2026-09-22,4.6845,21.38,0,36,0,0
603660,main,2382,2016-12-01,2026-09-22,1.6616,7.71,4,55,0,0
603661,main,2139,2017-11-21,2026-09-22,1.0357,27.2,0,31,0,1
603662,main,1731,2019-08-06,2026-09-22,1.7039,46.4,1,42,0,1
603663,main,2465,2016-08-01,2026-09-22,10.4133,31.96,3,83,0,1
603665,main,2318,2017-03-13,2026-09-22,0.6658,19.9,2,36,0,10
603666,main,2012,2018-06-12,2026-09-22,1.003,19.75,5,49,0,1
603667,main,2339,2016-10-25,2026-09-22,6.3846,47.14,2,76,0,2
603668,main,2352,2017-01-17,2026-09-22,1.5514,9.96,1,39,0,2
603669,main,2754,2015-05-28,2026-09-22,1.4276,4.97,0,51,0,1
603676,main,2229,2017-07-21,2026-09-22,0.1462,8.38,1,57,0,0
603677,main,2338,2017-02-06,2026-09-22,0.2621,12.31,1,36,0,1
603678,main,2819,2015-01-26,2026-09-22,10.2933,40.12,3,44,0,1
603679,main,2251,2017-06-21,2026-09-22,2.5936,14.4,1,57,0,3
603680,main,2083,2018-02-27,2026-09-22,0.4635,8.82,5,22,0,1
603681,main,1821,2019-03-26,2026-09-22,1.1762,16.23,2,32,0,1
603682,main,1560,2020-04-21,2026-09-22,1.1582,7.48,1,32,0,0
603683,main,2169,2017-10-20,2026-09-22,3.5166,13.34,0,53,0,4
603685,main,2141,2017-11-27,2026-09-22,0.7062,23.99,3,24,0,0
603686,main,2773,2015-01-26,2026-09-22,4.0971,11.89,2,58,0,3
603687,main,1738,2019-07-26,2026-09-22,4.0099,12.03,0,40,0,2
603688,main,2891,2014-10-31,2026-09-22,7.9296,40.82,1,71,0,2
603689,main,2357,2017-01-10,2026-09-22,0.3311,7.08,1,13,0,1
603690,main,2261,2017-01-13,2026-09-22,4.3108,20.56,0,75,0,0
603693,main,1989,2018-07-03,2026-09-22,1.5623,11.11,2,52,0,1
603696,main,2589,2015-12-09,2026-09-22,3.3117,10.3,1,83,0,4
603697,main,1794,2019-05-08,2026-09-22,0.4211,8.738,2,34,0,1
603698,main,2833,2015-01-28,2026-09-22,1.8708,20.562,2,56,0,2
603699,main,3074,2014-01-17,2026-09-22,2.2101,39.33,1,21,0,3
603700,main,1861,2019-01-22,2026-09-22,0.6818,10.76,1,19,0,0
603701,main,2517,2016-04-12,2026-09-22,0.7389,16.91,0,68,0,1
603703,main,2688,2015-04-23,2026-09-22,1.2564,7.89,2,75,0,7
603706,main,1994,2018-07-09,2026-09-22,0.2682,16.88,1,34,0,1
603707,main,2231,2017-07-19,2026-09-22,0.9067,7.24,0,17,0,0
603708,main,2376,2016-12-13,2026-09-22,0.705,8.77,0,19,0,0
603709,main,2091,2018-02-08,2026-09-22,0.3969,9.331,0,32,0,6
603711,main,2140,2017-11-30,2026-09-22,0.563,9.93,2,39,0,0
603712,main,2081,2018-02-26,2026-09-22,1.2266,10.78,0,48,0,1
603713,main,1990,2018-07-13,2026-09-22,1.2461,58.55,2,29,0,0
603716,main,2395,2016-10-31,2026-09-22,2.033,13.4,4,94,0,1
603717,main,2308,2017-03-27,2026-09-22,0.5659,4.93,4,44,0,4
603718,main,2723,2015-05-15,2026-09-22,0.192,2.61,6,75,0,4
603719,main,1595,2020-02-24,2026-09-22,0.3915,8.19,5,38,0,0
603721,main,2205,2017-08-11,2026-09-22,2.2041,14.4,11,117,0,3
603722,main,2159,2017-10-25,2026-09-22,0.3178,26.56,1,63,0,0
603725,main,2181,2017-09-06,2026-09-22,1.5031,8.88,3,40,0,1
603726,main,2528,2016-04-21,2026-09-22,0.7354,21.11,1,59,0,9
603727,main,2391,2016-11-22,2026-09-22,0.52,15.09,2,38,0,0
603728,main,2280,2017-05-09,2026-09-22,3.2035,45.27,1,59,0,0
603729,main,2708,2015-03-24,2026-09-22,0.1757,9.58,22,65,0,8
603730,main,2209,2017-07-28,2026-09-22,1.6444,9.02,1,24,0,0
603733,main,2047,2018-04-20,2026-09-22,1.5968,18.38,0,19,0,0
603737,main,2504,2016-06-03,2026-09-22,2.0523,20.11,1,42,0,0
603738,main,2425,2016-09-28,2026-09-22,11.1777,27.2,4,81,0,1
603739,main,1865,2019-01-16,2026-09-22,0.5975,10.81,1,45,0,0
603755,main,1715,2019-08-28,2026-09-22,0.3708,20.1,4,26,0,1
603757,main,2237,2017-07-11,2026-09-22,7.769,50.484,0,53,0,1
603758,main,2260,2017-05-17,2026-09-22,1.727,8.55,3,52,0,2
603759,main,1334,2021-03-26,2026-09-22,0.4463,6.7,1,29,0,1
603766,main,3389,2012-08-10,2026-09-22,1.9223,11.85,3,18,0,1
603767,main,2257,2017-06-13,2026-09-22,0.4494,13.0,1,65,0,1
603768,main,2309,2017-03-24,2026-09-22,0.27,9.25,3,26,0,1
603773,main,2050,2018-04-17,2026-09-22,18.6905,64.94,0,73,0,4
603776,main,2195,2017-08-17,2026-09-22,0.3822,18.35,0,53,0,1
603777,main,2420,2016-10-12,2026-09-22,1.144,11.9,3,69,0,2
603778,main,2570,2015-12-31,2026-09-22,6.3854,8.4,5,117,0,9
603779,main,2505,2016-05-16,2026-09-22,1.3815,6.66,41,63,0,8
603786,main,1687,2019-10-15,2026-09-22,0.7807,36.5,1,22,0,0
603787,main,2287,2017-04-27,2026-09-22,0.2359,9.08,0,66,0,6
603788,main,2825,2015-01-20,2026-09-22,0.1454,12.75,1,42,0,2
603789,main,2750,2015-04-27,2026-09-22,0.1668,5.59,15,76,0,3
