date,zt_total,zt5,zt20,zhanban,lb_height_mean,mood_temp
1996-01-24,0,0,0,3,0.0,-0.3970867080706024
1996-01-25,0,0,0,9,0.0,-0.3798051745751663
1996-01-26,3,3,0,2,0.012244898,1.2444609329906553
1996-01-29,1,1,0,2,0.008163265,0.14640716858713596
1996-01-30,2,1,0,1,0.008196721,0.7309935386346036
1996-01-31,1,1,0,0,0.0040650405,0.1594972780451779
1996-02-01,1,1,0,0,0.0040650405,0.15029682675130673
1996-02-02,1,1,0,0,0.0040650405,0.14108696977737004
1996-02-05,0,0,0,0,0.0,-0.4232609093321101
1996-02-06,0,0,0,3,0.0,-0.4232609093321101
1996-02-07,0,0,0,0,0.0,-0.4232609093321101
1996-02-08,0,0,0,1,0.0,-0.40561877256781115
1996-02-09,0,0,0,0,0.0,-0.40561877256781115
1996-02-12,0,0,0,0,0.0,-0.3880188682080356
1996-02-13,2,2,0,0,0.008064516,0.7349427491034223
1996-02-14,0,0,0,2,0.0,-0.3781934727993382
1996-02-15,0,0,0,1,0.0,-0.3781934727993382
1996-02-16,4,4,0,4,0.016064256,1.8027215529748961
1996-03-04,28,13,2,101,0.11290322,6.773588939606381
1996-03-05,0,0,0,3,0.0,-0.3032950271465544
1996-03-06,0,0,0,0,0.0,-0.3032950271465544
1996-03-07,2,2,0,0,0.008032128,0.19792176133684028
1996-03-08,0,0,0,1,0.0,-0.30741039526785824
1996-03-11,0,0,0,0,0.0,-0.30741039526785824
1996-03-12,1,1,0,0,0.0039525693,-0.05900172189719321
1996-03-13,0,0,0,2,0.0,-0.31186624431373544
1996-03-14,1,1,0,0,0.0039525693,-0.05900172189719321
1996-03-15,1,1,0,1,0.003937008,-0.06326700326536988
1996-03-18,1,1,0,1,0.003968254,-0.06754042275206211
1996-03-19,0,0,0,0,0.0,-0.3163350163268494
1996-03-20,0,0,0,2,0.0,-0.3039539352164015
1996-03-21,0,0,0,1,0.0,-0.3039539352164015
1996-03-22,0,0,0,1,0.0,-0.3039539352164015
1996-03-25,1,0,1,2,0.003937008,-0.05492289298301123
1996-03-26,0,0,0,0,0.0,-0.308413168289217
1996-03-27,0,0,0,0,0.0,-0.3039539352164015
1996-03-28,0,0,0,0,0.0,-0.3039539352164015
1996-03-29,0,0,0,0,0.0,-0.29950716653249315
1996-04-01,3,3,0,11,0.01171875,0.4467273229358913
1996-04-02,0,0,0,0,0.0,-0.31186624431373544
1996-04-03,0,0,0,0,0.0,-0.31186624431373544
1996-04-04,1,1,0,1,0.00390625,-0.06326700326536988
1996-04-05,8,8,0,1,0.03125,1.6367616924338246
1996-04-08,1,1,0,3,0.0038910506,-0.090713920501436
1996-04-09,0,0,0,1,0.0,-0.3381155218689887
1996-04-10,3,3,0,0,0.01171875,0.39158719677937825
1996-04-11,1,1,0,0,0.0038910506,-0.08714759854114318
1996-04-12,1,1,0,0,0.0038910506,-0.09137994081685558
1996-04-15,2,2,0,0,0.0078125,0.1496516409998514
1996-04-16,4,4,0,2,0.015503876,0.7236546221670742
1996-04-17,0,0,0,2,0.0,-0.3306418664053573
1996-04-18,5,4,0,5,0.01953125,0.9630076508253713
1996-04-19,11,10,0,6,0.042471044,2.3695994875713704
1996-04-22,3,3,0,15,0.011583012,0.3619540298015347
1996-04-23,14,12,0,9,0.053846154,2.83424332603137
1996-04-24,21,14,0,51,0.08461539,3.799265423810234
1996-04-25,1,1,0,15,0.0038461538,-0.23184241225860325
1996-04-26,20,4,2,172,0.07936508,3.2080904848865384
1996-04-29,15,12,1,69,0.0625,2.1583481755580016
1996-04-30,1,1,0,29,0.00390625,-0.30827935446165167
1996-05-02,2,1,0,59,0.0078125,-0.1382488755982467
1996-05-03,3,3,0,6,0.015810277,0.02947579556661333
1996-05-06,11,9,1,29,0.04296875,1.3966555236147689
1996-05-07,2,2,0,6,0.007662835,-0.17108924285477262
1996-05-08,2,2,0,3,0.0077220076,-0.17108924285477262
1996-05-09,0,0,0,1,0.0,-0.5155133147060004
1996-05-10,1,1,0,2,0.0039525693,-0.34174478165903394
1996-05-13,8,8,0,16,0.03065134,0.8498827957065946
1996-05-14,1,1,0,4,0.0038461538,-0.36347817070328364
1996-05-15,11,11,0,4,0.04263566,1.3187435681125184
1996-05-16,4,4,0,16,0.015267176,0.11137280266102308
1996-05-17,12,11,0,17,0.05019305,1.426291826766517
1996-05-20,4,4,0,23,0.015564202,0.06490237103003596
1996-05-21,0,0,0,2,0.0,-0.6123397614572959
1996-05-22,3,3,0,1,0.011583012,-0.10728866417349821
1996-05-23,0,0,0,0,0.0,-0.6154981260479635
1996-05-24,1,0,0,4,0.003875969,-0.4496059254341505
1996-05-27,0,0,0,2,0.0,-0.6060486152006034
1996-05-28,0,0,0,2,0.0,-0.6252046834430897
1996-05-29,7,6,0,2,0.027131783,0.7544252695558016
1996-05-30,0,0,0,1,0.0,-0.6476039924505553
1996-05-31,1,1,0,11,0.003937008,-0.44345611492938386
1996-06-03,3,2,0,15,0.0111524165,-0.05353819885774345
1996-06-04,4,3,0,6,0.014869888,0.13432354018706752
1996-06-05,17,15,0,28,0.063432835,2.5490814981635155
1996-06-06,5,4,1,11,0.022900764,0.2513510233103488
1996-06-07,10,5,0,34,0.03663004,1.1659787718864636
1996-06-10,4,2,0,42,0.014705882,0.022113728604071535
1996-06-11,2,0,0,5,0.007434944,-0.3606635172337974
1996-06-12,7,7,0,22,0.025735294,0.5674178904291068
1996-06-13,9,5,0,30,0.032967035,0.9172159947897384
1996-06-14,2,0,0,15,0.007380074,-0.4191233350838488
1996-06-17,2,1,0,7,0.0072727273,-0.42716756833725184
1996-06-18,12,10,0,20,0.044444446,1.4294067039977516
1996-06-19,4,3,0,21,0.014492754,-0.09164750962005758
1996-06-20,3,3,0,15,0.010909091,-0.29235615570229434
1996-06-21,2,2,0,9,0.0074074073,-0.4915338664626799
1996-06-24,9,8,0,10,0.03272727,0.8209379284599376
1996-06-25,1,1,0,6,0.0036363637,-0.7035812500069736
1996-06-26,3,3,0,11,0.010830325,-0.3330856683118602
1996-06-27,1,1,0,15,0.0035587188,-0.7225387832729165
1996-06-28,1,1,0,5,0.0037313432,-0.7225387832729165
1996-07-01,1,1,0,9,0.0034722222,-0.6994695461562592
1996-07-02,2,2,0,6,0.006849315,-0.5111733616712735
1996-07-03,8,6,0,6,0.027303753,0.6227366260579555
1996-07-04,4,2,0,8,0.013651877,-0.15500474131568773
1996-07-05,4,3,0,18,0.017123288,-0.16542837044286157
1996-07-08,5,5,0,27,0.017064847,0.016297479457813145
1996-07-09,6,3,0,14,0.020408163,0.1993208626941911
1996-07-10,7,6,1,22,0.023809524,0.3852015337401367
1996-07-11,0,0,0,13,0.0,-0.9858547727925533
1996-07-12,14,12,0,17,0.04778157,1.6841379242248369
1996-07-15,6,3,2,26,0.020408163,0.17372935004421852
1996-07-16,18,18,0,29,0.06,2.3282847264619484
1996-07-17,3,3,0,16,0.01,-0.4072082176225927
1996-07-18,10,8,0,21,0.03322259,1.0151068819179088
1996-07-19,12,8,1,66,0.04318937,1.3679037489422705
1996-07-22,11,8,0,56,0.04,1.2820957381655809
1996-07-23,6,6,0,15,0.019933555,0.2528929425172712
1996-07-24,6,5,1,12,0.019933555,0.23570276361375184
1996-07-25,0,0,0,8,0.0,-1.0963460325782515
1996-07-26,2,2,0,4,0.0066006603,-0.6453498385504872
1996-07-29,10,8,0,29,0.033444814,1.1440325790959225
1996-07-30,5,5,0,7,0.01655629,0.014959612848900489
1996-07-31,1,1,0,2,0.0032786885,-0.8763194882131908
1996-08-01,5,4,0,8,0.016393442,0.0
1996-08-02,1,0,0,3,0.0032573289,-0.9044469376705365
1996-08-05,12,11,0,9,0.038961038,1.5413967019655201
1996-08-06,4,4,0,3,0.012944984,-0.24988668780211695
1996-08-07,5,5,0,0,0.01618123,-0.003786646872947881
1996-08-08,6,5,0,6,0.019292604,0.2158514620703624
1996-08-09,5,4,0,4,0.016129032,0.015483852394129721
1996-08-12,7,6,0,6,0.022435898,0.4676921828064933
1996-08-13,1,1,0,0,0.0031948881,-0.9314757422603296
1996-08-14,2,1,0,0,0.0063897762,-0.6931400870433325
1996-08-15,0,0,0,2,0.0,-1.1578150057316001
1996-08-16,1,1,0,1,0.003144654,-0.9254775463874664
1996-08-19,0,0,0,3,0.0,-1.1578150057316001
1996-08-20,3,1,1,3,0.009463723,-0.4770354982308223
1996-08-21,9,8,0,10,0.028301887,0.9177524288196277
1996-08-22,0,0,0,4,0.0,-1.182189569326978
1996-08-23,1,1,0,1,0.0031347962,-0.9488626806440218
1996-08-26,0,0,0,1,0.0,-1.1592133851084827
1996-08-27,12,12,0,9,0.037383176,1.5504448444519812
1996-08-28,18,11,1,20,0.059375,2.87408943795551
1996-08-29,8,5,0,6,0.027777778,0.6212719619458678
1996-08-30,23,21,1,23,0.07055215,3.513650965153864
1996-09-02,7,6,0,37,0.021406727,0.3033350470348352
1996-09-03,2,2,0,15,0.006134969,-0.6966706025305556
1996-09-04,5,4,0,15,0.01529052,-0.09006566499736926
1996-09-05,1,1,0,10,0.0030487804,-0.8621699451058558
1996-09-06,3,2,0,5,0.0091743115,-0.466930543702975
1996-09-09,0,0,0,4,0.0,-1.0544386511344033
1996-09-10,1,0,0,0,0.003030303,-0.8269338958958589
1996-09-11,2,1,0,5,0.006060606,-0.6175920031525036
1996-09-12,1,1,0,5,0.003030303,-0.8078531415590464
1996-09-13,13,12,0,6,0.03939394,1.5228047020722275
1996-09-16,5,3,1,11,0.01510574,-0.03283260536002185
1996-09-17,4,4,0,10,0.01510574,-0.24096126213484176
1996-09-18,1,0,1,3,0.003030303,-0.8250078333848583
1996-09-19,2,2,0,10,0.006006006,-0.632623091994218
1996-09-20,17,14,0,11,0.05151515,2.196321794508418
1996-09-23,21,18,0,22,0.07164179,2.7206453974668823
1996-09-24,3,3,0,11,0.0089552235,-0.5050628184750104
1996-09-25,1,1,0,3,0.0029850747,-0.8387509668920113
1996-09-26,9,9,0,9,0.026946107,0.5728675071483834
1996-09-27,6,5,0,9,0.01775148,0.03267859963349681
1996-10-03,2,2,0,19,0.0058651026,-0.6689247302013461
1996-10-04,6,4,0,14,0.01754386,0.04143781514521614
1996-10-07,4,4,0,16,0.0116959065,-0.3047458447761048
1996-10-08,5,4,0,13,0.014577259,-0.14326968046578162
1996-10-09,1,1,0,9,0.0029069767,-0.8315105658263453
1996-10-10,20,16,1,22,0.057803467,2.4379067807288908
1996-10-11,9,7,0,13,0.031609196,0.5941003722662737
1996-10-14,24,19,2,26,0.07183908,2.959165437381555
1996-10-15,8,6,1,27,0.022988506,0.3327609382307125
1996-10-16,5,2,1,15,0.014409222,-0.14420926638510037
1996-10-17,22,17,1,42,0.06285714,2.520395044062543
1996-10-18,0,0,0,34,0.0,-0.9331284382230478
1996-10-21,14,9,0,42,0.04,1.225385951593247
1996-10-22,4,2,0,17,0.011396011,-0.33503687366154405
1996-10-23,12,10,0,33,0.03409091,0.8828586629778331
1996-10-24,6,6,0,13,0.017094018,-0.0389449548862953
1996-10-25,9,9,0,19,0.028409092,0.4175171812946475
1996-10-28,11,9,0,29,0.034188036,0.7039337352865919
1996-10-29,3,3,0,14,0.008474576,-0.5366023320559861
1996-10-30,2,2,0,8,0.0056179776,-0.6961482759646068
1996-10-31,13,6,0,26,0.036516853,1.0131391684186026
1996-11-01,0,0,0,2,0.0,-0.9903963061763331
1996-11-04,8,6,0,8,0.022346368,0.23664940880899074
1996-11-05,2,2,0,6,0.005586592,-0.6764280293461482
1996-11-06,1,1,0,1,0.0027777778,-0.8155252673630996
1996-11-07,6,4,0,2,0.016666668,-0.04842517128291586
1996-11-08,3,3,0,5,0.008333334,-0.5140562093405155
1996-11-11,12,12,0,15,0.03314917,0.8395189108492872
1996-11-12,9,8,0,10,0.024725275,0.35994432555686295
1996-11-13,7,5,0,8,0.021978023,0.03623343197694203
1996-11-14,7,6,0,7,0.019178081,0.018291553326921044
1996-11-15,2,2,0,9,0.005524862,-0.7616320588799818
1996-11-18,45,36,0,26,0.12228261,4.654264011598843
1996-11-19,9,9,0,33,0.02710027,0.17277526171434282
1996-11-20,9,7,0,25,0.024193548,0.15701594871388758
1996-11-21,1,0,0,14,0.0026737968,-0.8516344012704272
1996-11-22,8,7,0,12,0.021333333,0.03784943490060844
1996-11-25,15,9,1,20,0.040106952,0.934006446816227
1996-11-26,4,3,0,10,0.0132626,-0.4545508092611486
1996-11-27,6,5,0,5,0.01591512,-0.17058374818372682
1996-11-28,5,4,0,16,0.013227513,-0.29720553769554425
1996-11-29,21,21,0,23,0.055555556,1.720799109935666
1996-12-02,19,6,3,122,0.05235602,1.4108698696609268
1996-12-03,18,17,0,34,0.052083332,1.2402291418714844
1996-12-04,19,16,0,30,0.049479168,1.3166843224920222
1996-12-05,4,2,0,25,0.010362694,-0.5526514889362936
1996-12-06,6,6,0,5,0.0154639175,-0.3157990520299263
1996-12-09,8,7,1,30,0.020725388,-0.07782699153707358
1996-12-10,5,3,0,12,0.0127551025,-0.46772093956456307
1996-12-11,11,9,0,25,0.028061224,0.29895538596979804
1996-12-12,1,1,0,2,0.0025510204,-0.9588234431861534
1996-12-13,0,0,0,1,0.0,-1.0692683421946811
1996-12-16,0,0,0,3,0.0,-1.0648998567736834
1996-12-17,0,0,0,1,0.0,-1.056525505353119
1996-12-18,106,17,0,39,0.27109975,6.446736926778621
1996-12-19,0,0,0,5,0.0,-0.6450884472874747
1996-12-20,1,1,0,1,0.0025510204,-0.574984823760095
1996-12-23,12,10,0,2,0.030534351,0.15141961936036225
1996-12-24,0,0,0,1,0.0,-0.6437595742074559
1996-12-25,41,21,0,7,0.102756895,1.9953476777230075
1996-12-26,23,14,0,5,0.0723192,0.8046365345419465
1996-12-27,65,3,0,15,0.175,3.1460799687711742
1996-12-30,89,5,0,15,0.36775818,3.8629038143680496
1996-12-31,2,1,0,8,0.010025063,-0.5520091756419049
1997-01-02,21,7,0,5,0.06234414,0.39548296930534005
1997-01-03,2,0,0,3,0.0074812965,-0.5537916284312503
1997-01-06,0,0,0,1,0.0,-0.6455298945433138
1997-01-07,22,12,0,7,0.05472637,0.4689737405944301
1997-01-08,2,1,0,1,0.0050125313,-0.537065210207991
1997-01-09,3,2,0,1,0.007444169,-0.48451302905702
1997-01-10,6,3,0,2,0.014888338,-0.3199831141426801
1997-01-13,17,5,0,2,0.044554457,0.22211232532078898
1997-01-14,1,1,0,1,0.004950495,-0.5760310830670603
1997-01-15,3,2,0,0,0.007444169,-0.47394851643537167
1997-01-16,2,2,0,0,0.004962779,-0.5148612619480504
1997-01-17,1,1,0,4,0.0024752475,-0.5600114123408542
1997-01-20,7,4,0,2,0.01728395,-0.2564416467504074
1997-01-21,0,0,0,5,0.0,-0.5973719867979241
1997-01-22,7,5,0,3,0.017114915,-0.2501064195614406
1997-01-23,7,5,0,1,0.019417476,-0.25469825929709045
1997-01-24,8,5,0,1,0.01937046,-0.20017438679444396
1997-01-27,8,3,0,3,0.024271844,-0.20744740318267774
1997-01-28,1,1,0,1,0.002415459,-0.5530549262675586
1997-01-29,5,3,0,2,0.012135922,-0.35484696981245745
1997-01-30,3,2,0,0,0.007194245,-0.45758629720406574
1997-01-31,0,0,0,1,0.0,-0.602275601981519
1997-02-17,8,3,0,6,0.019138755,-0.20467447125836152
1997-02-18,1,1,0,8,0.0024038462,-0.5463450071274575
1997-02-19,86,28,0,22,0.20763724,3.2966475255142513
1997-02-20,19,4,0,4,0.081145585,0.25500931324006454
1997-02-21,39,16,0,13,0.10926366,1.1245780192393147
1997-02-24,7,3,0,7,0.01904762,-0.3133843657318703
1997-02-25,9,5,0,4,0.021428572,-0.20000668010836492
1997-02-26,10,6,0,3,0.02606635,-0.1551595708161159
1997-02-27,8,5,0,4,0.023529412,-0.24562691296478648
1997-02-28,13,9,0,3,0.030516433,-0.02668928813849752
1997-03-03,21,13,0,9,0.051643193,0.32929931773821686
1997-03-04,6,4,0,5,0.016393442,-0.34952103500898835
1997-03-05,2,2,0,3,0.0046948357,-0.530355254427097
1997-03-06,20,14,0,2,0.04883721,0.28087820431232413
1997-03-07,4,1,0,5,0.0093240095,-0.4489524045762911
1997-03-10,15,8,0,6,0.037209302,0.057882919342438464
1997-03-11,12,2,0,3,0.034965035,-0.07391031019776277
1997-03-12,16,8,0,11,0.046511628,0.11051110898659434
1997-03-13,4,3,0,5,0.009302326,-0.42635786197847425
1997-03-14,13,7,0,6,0.030232558,-0.022113824679602635
1997-03-17,22,4,0,14,0.060465116,0.3773779986293493
1997-03-18,12,4,0,12,0.034722224,-0.0831440326757146
1997-03-19,9,3,0,10,0.020833334,-0.2237149913593502
1997-03-20,1,0,0,5,0.0023148148,-0.5809655009150636
1997-03-21,25,15,0,14,0.05800464,0.4975964169440912
1997-03-24,24,5,0,15,0.06264501,0.4344437504969451
1997-03-25,11,3,0,6,0.027713627,-0.17010911450058117
1997-03-26,10,3,0,5,0.025522042,-0.2245355019178164
1997-03-27,12,4,0,9,0.032258064,-0.07192820198378137
1997-03-28,4,2,0,5,0.009302326,-0.5194752758228555
1997-03-31,32,18,0,9,0.07603686,1.0001141380686678
1997-04-01,10,7,0,7,0.027522936,-0.2124728427037653
1997-04-02,3,2,0,7,0.006880734,-0.6027026544350911
1997-04-03,8,7,0,4,0.01843318,-0.30148174721609483
1997-04-04,7,5,0,10,0.020689655,-0.34333402206985014
1997-04-07,16,5,0,4,0.046189375,0.2281670235811997
1997-04-08,2,1,0,4,0.0046189376,-0.6810806258115112
1997-04-09,30,14,0,10,0.070938215,1.4259958667495534
1997-04-10,9,4,0,8,0.027334852,-0.15944625891496836
1997-04-11,11,4,0,5,0.029478459,-0.017932778389179668
1997-04-14,28,15,0,13,0.06802721,1.2439302416989457
1997-04-15,8,6,0,7,0.018181818,-0.26581583235985157
1997-04-16,3,2,0,3,0.006772009,-0.6510645697673624
1997-04-17,5,3,0,2,0.011235955,-0.5008807605776167
1997-04-18,11,6,0,5,0.029213483,-0.04618767360318029
1997-04-21,23,12,0,7,0.053333335,0.8655234941257857
1997-04-22,8,4,0,2,0.026666667,-0.29382582830062093
1997-04-23,15,5,0,6,0.03982301,0.23048348694138637
1997-04-24,27,11,0,11,0.07268722,1.1189577667564135
1997-04-25,17,6,0,17,0.06013363,0.3322116908754423
1997-04-28,28,4,0,26,0.095022626,1.143830591690442
1997-04-29,24,8,0,19,0.053452116,0.8095981892915993
1997-04-30,10,6,0,9,0.021978023,-0.26898808530849927
1997-05-05,45,13,0,8,0.10864745,2.269369397136907
1997-05-06,44,7,0,22,0.13053097,2.0740643519643234
1997-05-07,35,7,0,21,0.10675381,1.3837138203377084
1997-05-08,2,2,0,20,0.004405286,-0.9227446698997938
1997-05-09,60,30,0,17,0.1328976,2.856337755007574
1997-05-12,95,17,0,26,0.26813188,4.2185490737179085
1997-05-13,12,2,0,6,0.045454547,-0.3213423410126722
1997-05-14,2,2,0,2,0.0042918455,-0.8617743250390276
1997-05-15,23,17,0,7,0.051835854,0.2689832197658981
1997-05-16,0,0,0,2,0.0,-1.044820886348186
1997-05-19,7,5,0,3,0.015021459,-0.5922187449401407
1997-05-20,18,11,0,12,0.038961038,0.11859452636759703
1997-05-21,2,1,0,2,0.0043010754,-0.8891170662689384
1997-05-22,0,0,0,0,0.0,-0.9992094951110623
1997-05-23,18,17,0,2,0.038793102,0.12372231617639816
1997-05-26,10,5,0,0,0.025806451,-0.3820133718156355
1997-05-27,34,19,0,6,0.07430998,1.0960384134790784
1997-05-28,3,1,0,6,0.009070295,-0.8135093063635179
1997-05-29,5,2,0,5,0.010615711,-0.6879578953709893
1997-05-30,14,10,0,2,0.03181818,-0.14347195055575795
1997-06-02,64,37,0,14,0.1380753,2.7355320862971904
1997-06-03,19,5,0,3,0.05625,0.10047728144136243
1997-06-04,15,9,0,8,0.03526971,-0.13364453939288037
1997-06-05,5,1,0,0,0.010416667,-0.7096085012740739
1997-06-06,1,0,0,0,0.002105263,-0.9215408600478271
1997-06-09,22,10,0,4,0.04761905,0.2781037759117474
1997-06-10,1,0,0,2,0.0020703934,-0.9248014928703046
1997-06-11,7,5,0,2,0.014285714,-0.5627871031809905
1997-06-12,2,2,0,2,0.00407332,-0.8367518474552894
1997-06-13,25,18,0,10,0.05102041,0.4660250490869149
1997-06-16,18,10,0,16,0.036585364,0.04905309176899272
1997-06-17,3,2,0,0,0.008048289,-0.7925151806298674
1997-06-18,1,0,0,1,0.0020449897,-0.8808376662962852
1997-06-19,0,0,0,2,0.0,-0.9214937068639997
1997-06-20,67,50,0,16,0.13562752,2.656743966688003
1997-06-23,12,6,0,12,0.035856575,-0.2754483711281877
1997-06-24,23,15,0,7,0.046,0.2951428883803
1997-06-25,5,4,0,5,0.009940358,-0.6448356144804309
1997-06-26,0,0,0,2,0.0,-0.8986300764213948
1997-06-27,3,0,0,5,0.005859375,-0.7387946873345855
1997-07-02,9,4,0,5,0.017509727,-0.4201812238524268
1997-07-03,1,1,0,1,0.0019120459,-0.8381490030068905
1997-07-04,6,6,0,7,0.011450382,-0.5622516184096434
1997-07-07,0,0,0,2,0.0,-0.876942641814885
1997-07-08,12,9,0,6,0.022813689,-0.22739445337435335
1997-07-09,7,5,0,2,0.013232514,-0.4906784693041648
1997-07-10,5,3,0,10,0.011342155,-0.5900834593280039
1997-07-11,43,30,0,10,0.084745765,1.388848687312087
1997-07-14,52,22,0,7,0.116541356,1.773384829974938
1997-07-15,22,11,0,18,0.054409005,0.2323510011889794
1997-07-16,7,4,0,5,0.016885553,-0.5358869847892599
1997-07-17,15,8,0,9,0.029962547,-0.13045531434519697
1997-07-18,18,11,0,11,0.03358209,0.027302894508669445
1997-07-21,13,10,0,14,0.028037382,-0.23329122256975315
1997-07-22,7,5,0,5,0.014981274,-0.5328615739374487
1997-07-23,6,5,0,5,0.01119403,-0.5657214751528746
1997-07-24,1,1,0,1,0.0018726592,-0.8031837609329433
1997-07-25,2,2,0,4,0.0037383179,-0.7290078395676373
1997-07-28,2,1,0,1,0.0037243948,-0.7082407270911684
1997-07-29,6,5,0,3,0.0111524165,-0.5018204901232568
1997-07-30,17,16,0,1,0.031598512,0.07893886873000903
1997-07-31,2,1,0,1,0.0037037036,-0.6672512311627065
1997-08-01,2,1,0,1,0.0037105752,-0.6424520490991431
1997-08-04,10,9,0,9,0.02037037,-0.22947238651667193
1997-08-05,1,1,0,2,0.0018518518,-0.6848562965211035
1997-08-06,0,0,0,0,0.0,-0.8062528680421853
1997-08-07,17,12,0,2,0.031307552,0.3508666873601535
1997-08-08,8,2,0,3,0.018518519,-0.2720196169632541
1997-08-11,9,7,0,2,0.016544119,-0.1883162068130178
1997-08-12,2,0,0,2,0.0036764706,-0.6740528936324685
1997-08-13,2,0,0,2,0.0036764706,-0.6663610216412931
1997-08-14,32,23,0,9,0.060661763,1.3619854011394377
1997-08-15,1,1,0,6,0.0018416207,-0.7386030204154165
1997-08-18,3,3,0,1,0.005514706,-0.6079491503127743
1997-08-19,4,3,0,6,0.0073394496,-0.5236945735449845
1997-08-20,7,3,0,7,0.014705882,-0.31646868478408335
1997-08-21,12,8,0,6,0.022018349,0.04843651299534163
1997-08-22,13,9,0,7,0.02385321,0.10639154268414405
1997-08-25,7,5,0,6,0.012915129,-0.3125158378831746
1997-08-26,14,7,0,3,0.025688073,0.173619909935097
1997-08-27,15,10,0,10,0.02930403,0.34110020310662975
1997-08-28,6,4,0,9,0.016605167,-0.35389160858976604
1997-08-29,7,4,0,6,0.012844036,-0.26423319274096363
1997-09-01,12,6,0,5,0.022058824,0.12304208196235493
1997-09-02,5,2,0,2,0.010989011,-0.43933077620150074
1997-09-03,9,9,0,3,0.016483517,-0.10427266721791478
1997-09-04,6,6,0,2,0.010948905,-0.35290492118789946
1997-09-05,4,3,0,2,0.0073126145,-0.5090861168446088
1997-09-08,12,9,0,1,0.023722628,0.12102672317944879
1997-09-09,3,1,0,1,0.009140768,-0.580765420856519
1997-09-10,19,15,0,5,0.034671534,0.7198534077249928
1997-09-11,2,1,0,2,0.0036630037,-0.6609940208052042
1997-09-12,0,0,0,0,0.0,-0.8212945911467554
1997-09-15,2,2,0,1,0.003649635,-0.6629902000629984
1997-09-16,0,0,0,1,0.0,-0.9180841230605014
1997-09-17,4,3,0,0,0.0072727273,-0.4973284776824162
1997-09-18,8,4,0,3,0.018248174,-0.06716572021158952
1997-09-19,2,2,0,0,0.0036429872,-0.6801006501222653
1997-09-22,0,0,0,0,0.0,-0.8861917562199214
1997-09-23,0,0,0,1,0.0,-0.8776931407460786
1997-09-24,75,40,0,22,0.13586956,5.034337915105472
1997-09-25,12,9,0,5,0.025316456,0.16751441997714625
1997-09-26,2,2,0,1,0.0036429872,-0.5990683211397853
1997-09-29,0,0,0,0,0.0,-0.753334841604966
1997-09-30,2,2,0,1,0.0036101083,-0.5846329748352841
1997-10-06,3,2,0,2,0.0054347827,-0.5016609764841732
1997-10-07,4,4,0,0,0.0072072074,-0.42338383613555425
1997-10-08,26,22,0,3,0.046846848,1.3454272280838548
1997-10-09,7,3,0,2,0.014414415,-0.13330767294890508
1997-10-10,1,1,0,0,0.0018018018,-0.6470393330602491
1997-10-13,0,0,0,3,0.0,-0.7239374842997232
1997-10-14,1,1,0,0,0.0017953322,-0.612681054573891
1997-10-15,3,2,0,2,0.0071813287,-0.4118924144573883
1997-10-16,25,17,0,4,0.048648648,1.5397150766644099
1997-10-17,22,12,0,18,0.043010753,1.2334519599959868
1997-10-20,24,10,0,8,0.04472272,1.3611450749770755
1997-10-21,15,8,0,3,0.030357143,0.5618905431217526
1997-10-22,7,3,0,8,0.012477718,-0.13902668565804324
1997-10-23,11,6,0,7,0.019607844,0.1959978660416313
1997-10-24,13,10,0,3,0.023255814,0.35983134098728764
1997-10-27,47,21,0,9,0.08928572,3.020646851136879
1997-10-28,4,2,0,6,0.007168459,-0.4340375495560535
1997-10-29,22,8,0,7,0.039215688,0.980749268734084
1997-10-30,6,5,0,19,0.010695187,-0.29294300268681484
1997-10-31,5,3,0,3,0.0089126555,-0.37926401719671127
1997-11-03,9,4,0,4,0.017761989,-0.07114899541545126
1997-11-04,4,1,0,1,0.007104796,-0.45690128524830026
1997-11-05,5,3,0,2,0.008865248,-0.3718541835864153
1997-11-06,3,3,0,4,0.005319149,-0.5236608380662974
1997-11-07,11,7,0,7,0.019503547,0.1074706644467814
1997-11-10,11,6,0,4,0.023049645,0.09568812099712096
1997-11-11,9,5,0,2,0.01598579,-0.036054431604972584
1997-11-12,0,0,0,3,0.0,-0.7826713488008191
1997-11-13,8,8,0,1,0.014184397,-0.12496323420156519
1997-11-14,4,2,0,4,0.007079646,-0.458198525405739
1997-11-17,5,5,0,2,0.010619469,-0.3718081655540163
1997-11-18,1,1,0,2,0.0017699115,-0.6869632147649549
1997-11-19,5,3,0,2,0.008802817,-0.3441031937612406
1997-11-20,2,0,0,1,0.0035211267,-0.5843758437595387
1997-11-21,0,0,0,0,0.0,-0.7281693543976603
1997-11-24,1,0,0,0,0.0017667845,-0.6257776922395533
1997-11-25,4,3,0,0,0.0070422534,-0.37570626595774237
1997-11-26,4,2,0,3,0.007029877,-0.37120430643927266
1997-11-27,0,0,0,0,0.0,-0.6812510364817966
1997-11-28,7,5,0,2,0.012367492,-0.11064257208413471
1997-12-01,2,1,0,3,0.0035211267,-0.5097353832436455
1997-12-02,3,2,0,1,0.005244755,-0.42333739687944344
1997-12-03,2,0,0,1,0.0034904014,-0.5017019978962648
1997-12-04,15,10,0,7,0.026269702,0.5537305434825904
1997-12-05,1,1,0,9,0.001754386,-0.5827791274427879
1997-12-08,2,2,0,2,0.003508772,-0.48069317701559916
1997-12-09,6,2,0,0,0.010471204,-0.15960640568030776
1997-12-10,6,3,0,2,0.013986014,-0.1683658578232284
